"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Click on the search button, then type 'Arc raider' to search for it","30777","testSearchFailed()","","Thu Jan 22 10:33:36 UTC 2026","broken","Thu Jan 22 10:34:07 UTC 2026","","fr.kevin.cap_enterprise.tests.HomeTest","fr.kevin.cap_enterprise.tests.HomeTest","testSearchFailed"
"Click on the search button, then type 'Cyberpunk' to search for it","16718","testSearchSuccess()","","Thu Jan 22 10:34:07 UTC 2026","broken","Thu Jan 22 10:34:24 UTC 2026","","fr.kevin.cap_enterprise.tests.HomeTest","fr.kevin.cap_enterprise.tests.HomeTest","testSearchSuccess"
